listing_id,link_url,listing_title,business_types,listing_type,property_type,sale_price,rental_price,rental_period,yearly_iptu,monthly_condo_fee,amenities,usable_area,bathrooms,bedrooms,parking_spaces,state,city,suburb,advertiser_name,portal,aquisition_date,sale_price_num,usable_area_num,bedrooms_num,monthly_condo_fee_num,bathrooms_num,parking_spaces_num,yearly_iptu_num,suburb_std,price_per_m2,bedrooms_cat,suburb_key,condo_annual,iptu_annual,carry_annual,acquisition_cost,adr_bairro,adr_med_bairro,n_preco,occ_proxy_bairro,yield_liq_baixo,yield_liq_base,yield_liq_alto
2769847635,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-132m2-venda-RS1899770-id-2769847635/,Apartamento em Rua 244 - Meia Praia - Itapema/SC,Venda,apartamento,UNIT,1899770.0,,,2890.0,1.0,"[""POOL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""ADULT_GAME_ROOM""]",132,4,3,2,SC,Itapema,Andorinha,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1899770.0,132,3,1.0,4,2,2890.0,andorinha,14392.19696969697,3Q,andorinha,12.0,2890.0,2902.0,1975760.8,,,,,,,
2769854816,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-175m2-venda-RS2299880-id-2769854816/,Apartamento em Rua 240 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,2299880.0,,,1900.0,700.0,"[""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""GREEN_SPACE"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM"", ""CINEMA""]",175,5,4,3,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,2299880.0,175,4,700.0,5,3,1900.0,meia praia,13142.171428571428,4Q+,meia praia,8400.0,1900.0,10300.0,2391875.2,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,4.248557324011658,5.585466409172941,6.922375494334224
2769848202,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-190m2-venda-RS2799890-id-2769848202/,Apartamento em Rua 260 - Meia Praia - Itapema/SC,Venda,apartamento,UNIT,2799890.0,,,4242.0,590.0,"[""POOL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""SPA""]",190,5,4,3,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,2799890.0,190,4,590.0,5,3,4242.0,meia praia,14736.263157894737,4Q+,meia praia,7080.0,4242.0,11322.0,2911885.6,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,3.4547438605011993,4.552905026397263,5.651066192293327
2769854539,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-140m2-venda-RS1649850-id-2769854539/,Apartamento em Rua 268 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,1649850.0,,,1700.0,700.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",140,4,3,2,SC,Itapema,Castelo Branco,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1649850.0,140,3,700.0,4,2,1700.0,castelo branco,11784.642857142857,3Q,castelo branco,8400.0,1700.0,10100.0,1715844.0,,,,,,,
2769851070,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-199m2-venda-RS2409710-id-2769851070/,Apartamento em Rua 323 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,2409710.0,,,3200.0,950.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM"", ""CINEMA"", ""SPA""]",199,5,4,3,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,2409710.0,199,4,950.0,5,3,3200.0,meia praia,12109.095477386934,4Q+,meia praia,11400.0,3200.0,14600.0,2506098.4,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,3.883334708278754,5.159310019324784,6.4352853303708155
2769835499,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-128m2-venda-RS2399830-id-2769835499/,Apartamento em Rua 317 B - Meia Praia - Itapema/SC,Venda,apartamento,UNIT,2399830.0,,,3570.0,1.0,"[""POOL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""ADULT_GAME_ROOM""]",128,4,3,3,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,2399830.0,128,3,1.0,4,3,3570.0,meia praia,18748.671875,3Q,meia praia,12.0,3570.0,3582.0,2495823.2,729.4952924602663,700.138658909091,332.0,0.9514336358035637,2.283553792899648,2.97700338554787,3.6704529781960917
2769843255,https://www.vivareal.com.br/imovel/sobrado-3-quartos-morretes-bairros-itapema-com-garagem-117m2-venda-RS579670-id-2769843255/,Sobrado em Rua 406 - Morretes - Itapema/SC,Venda,casa,UNIT,579670.0,,,986.0,1.0,"[""PETS_ALLOWED""]",117,3,3,1,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,579670.0,117,3,1.0,3,1,986.0,morretes,4954.444444444444,3Q,morretes,12.0,986.0,998.0,602856.8,710.6026399420332,661.4611111111111,11.0,0.972064393939394,9.622296159583266,12.418822238848648,15.215348318114033
2769843430,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-126m2-venda-RS1579620-id-2769843430/,Apartamento em Rua 232 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,1579620.0,,,2000.0,660.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",126,4,3,2,SC,Itapema,Andorinha,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1579620.0,126,3,660.0,4,2,2000.0,andorinha,12536.666666666666,3Q,andorinha,7920.0,2000.0,9920.0,1642804.8,,,,,,,
2769840167,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-124m2-venda-RS1799190-id-2769840167/,"Apartamento em Rua 252, Esq. 2º avenida - Meia praia - Itapema/SC",Venda,apartamento,UNIT,1799190.0,,,1600.0,650.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",124,4,3,2,SC,Itapema,Andorinha,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1799190.0,124,3,650.0,4,2,1600.0,andorinha,14509.59677419355,3Q,andorinha,7800.0,1600.0,9400.0,1871157.6,,,,,,,
2769850242,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-285m2-venda-RS2999490-id-2769850242/,Apartamento em Rua 313 B - Meia praia - Itapema/SC,Venda,apartamento,UNIT,2999490.0,,,3500.0,950.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM"", ""CINEMA""]",285,5,4,2,SC,Itapema,Meia praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,2999490.0,285,4,950.0,5,2,3500.0,meia praia,10524.526315789471,4Q+,meia praia,11400.0,3500.0,14900.0,3119469.6,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,3.110150167541896,4.135234587486863,5.160319007431831
2769851088,https://www.vivareal.com.br/imovel/sobrado-3-quartos-morretes-bairros-itapema-com-garagem-167m2-venda-RS898230-id-2769851088/,Sobrado em Rua 424 - Morretes - Itapema/SC,Venda,casa,UNIT,898230.0,,,850.0,1.0,"[""PETS_ALLOWED""]",167,2,3,2,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,898230.0,167,3,1.0,2,2,850.0,morretes,5378.622754491018,3Q,morretes,12.0,850.0,862.0,934159.2000000001,710.6026399420332,661.4611111111111,11.0,0.972064393939394,6.224278122421379,8.029007726607126,9.833737330792875
2769855329,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-197m2-venda-RS3406160-id-2769855329/,Apartamento em Rua 315 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,3406160.0,,,3500.0,490.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""SPA"", ""SAUNA""]",197,5,4,3,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,3406160.0,197,4,490.0,5,3,3500.0,meia praia,17290.15228426396,4Q+,meia praia,5880.0,3500.0,9380.0,3542406.4,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,2.8946478018676376,3.7973448175042286,4.700041833140819
2769853322,https://www.vivareal.com.br/imovel/apartamento-5-quartos-meia-praia-bairros-itapema-com-garagem-300m2-venda-RS4199710-id-2769853322/,Apartamento em Rua 246 - Meia Praia - Itapema/SC,Venda,apartamento,UNIT,4199710.0,,,4000.0,1200.0,"[""POOL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""SAUNA"", ""SPA"", ""ADULT_GAME_ROOM""]",300,6,5,3,SC,Itapema,Andorinha,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,4199710.0,300,5,1200.0,6,3,4000.0,andorinha,13999.033333333333,4Q+,andorinha,14400.0,4000.0,18400.0,4367698.4,,,,,,,
2769845784,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-216m2-venda-RS3199490-id-2769845784/,Apartamento em Rua 271 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,3199490.0,,,3600.0,1100.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""PLAYGROUND"", ""GREEN_SPACE"", ""PARTY_HALL"", ""DEPOSIT"", ""LAUNDRY"", ""HEATING"", ""MASSAGE_ROOM"", ""SAUNA"", ""ADULT_GAME_ROOM"", ""SPA""]",216,5,4,3,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,3199490.0,216,4,1100.0,5,3,3600.0,meia praia,14812.453703703704,4Q+,meia praia,13200.0,3600.0,16800.0,3327469.6,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,2.8586343505833534,3.8196407818523155,4.780647213121277
2769847142,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-itapema-com-garagem-128m2-venda-RS3299110-id-2769847142/,"Apartamento em Rua 115, Esq. Rua 123 - Centro - Itapema/SC",Venda,apartamento,UNIT,3299110.0,,,3200.0,65.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",128,4,3,2,SC,Itapema,Centro,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,3299110.0,128,3,65.0,4,2,3200.0,centro,25774.296875,3Q,centro,780.0,3200.0,3980.0,3431074.4,833.3876839484977,792.4940476190476,47.0,0.9772329573351706,1.9009331247924377,2.477199346290815,3.0534655677891918
2769847990,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-128m2-venda-RS3999260-id-2769847990/,Apartamento em Avenida Nereu Ramos - Meia praia - Itapema/SC,Venda,apartamento,UNIT,3999260.0,,,1800.0,850.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",128,4,3,3,SC,Itapema,Meia praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,3999260.0,128,3,850.0,4,3,1800.0,meia praia,31244.21875,3Q,meia praia,10200.0,1800.0,12000.0,4159230.4000000004,729.4952924602663,700.138658909091,332.0,0.9514336358035637,1.1678955161433078,1.5840127818187035,2.000130047494099
2769847783,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-145m2-venda-RS1949420-id-2769847783/,Apartamento em Rua 318 - Meia Praia - Itapema/SC,Venda,apartamento,UNIT,1949420.0,,,2703.0,691.0,"[""POOL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""ADULT_GAME_ROOM""]",145,5,4,3,SC,Itapema,Castelo Branco,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1949420.0,145,4,691.0,5,3,2703.0,castelo branco,13444.275862068966,4Q+,castelo branco,8292.0,2703.0,10995.0,2027396.8,,,,,,,
2769188336,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-sao-bento-bairros-itapema-com-garagem-95m2-venda-RS1189470-id-2769188336/,Apartamento em Rua 302 - Alto São Bento - Itapema/SC,Venda,apartamento,UNIT,1189470.0,,,2040.0,1.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""ADULT_GAME_ROOM""]",95,2,3,2,SC,Itapema,Castelo Branco,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1189470.0,95,3,1.0,2,2,2040.0,castelo branco,12520.736842105263,3Q,castelo branco,12.0,2040.0,2052.0,1237048.8,,,,,,,
2768646048,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-183m2-venda-RS5320000-id-2768646048/,Showroom a venda Meia Praia pronto para morar,Venda,apartamento,UNIT,5320000.0,,,0.0,1300.0,"[""ELEVATOR"", ""GYM"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""INTERCOM"", ""HEATING"", ""NUMBER_OF_FLOORS"", ""ADULT_GAME_ROOM""]",183,5,4,3,SC,Itapema,Meia Praia,Duda Imóveis Florianópolis,GRUPOZAP,2025-01-11 00:00:00.000,5320000.0,183,4,1300.0,5,3,0.0,meia praia,29071.03825136612,4Q+,meia praia,15600.0,0.0,15600.0,5532800.0,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,1.7408941040850656,2.3188509587430977,2.89680781340113
2769180288,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tabuleiro-dos-oliveiras-bairros-itapema-com-garagem-69m2-venda-RS824520-id-2769180288/,Apartamento em Rua 600 - Tabuleiro dos Oliveiras - Itapema/SC,Venda,apartamento,UNIT,824520.0,,,1200.0,500.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""PARTY_HALL""]",69,2,2,1,SC,Itapema,Tabuleiro dos Oliveiras,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,824520.0,69,2,500.0,2,1,1200.0,tabuleiro dos oliveiras,11949.565217391304,2Q,tabuleiro dos oliveiras,6000.0,1200.0,7200.0,857500.8,501.804682868185,469.8544117647059,12.0,0.8788211572510057,4.019658798413588,5.408032558653543,6.796406318893498
2769186519,https://www.vivareal.com.br/imovel/apartamento-2-quartos-andorinha-bairros-itapema-com-garagem-75m2-venda-RS1199460-id-2769186519/,Apartamento em Rua 256 - Andorinha - Itapema/SC,Venda,apartamento,UNIT,1199460.0,,,1.0,500.0,"[""POOL"", ""BARBECUE_GRILL"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""ADULT_GAME_ROOM"", ""SAUNA""]",75,3,2,2,SC,Itapema,Andorinha,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1199460.0,75,2,500.0,3,2,1.0,andorinha,15992.8,2Q,andorinha,6000.0,1.0,6001.0,1247438.4000000001,,,,,,,
2769181836,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS984630-id-2769181836/,Apartamento em Rua 402 - Morretes - Itapema/SC,Venda,apartamento,UNIT,984630.0,,,950.0,450.0,"[""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",70,3,2,2,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,984630.0,70,2,450.0,3,2,950.0,morretes,14066.142857142857,2Q,morretes,5400.0,950.0,6350.0,1024015.2000000001,655.3652266237627,460.3389895651819,60.0,0.9362838044791029,4.6942555155207355,6.212645086461556,7.731034657402376
2769178521,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-63m2-venda-RS859650-id-2769178521/,Apartamento em Rua 406 - Morretes - Itapema/SC,Venda,apartamento,UNIT,859650.0,,,900.0,360.0,"[""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",63,2,2,1,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,859650.0,63,2,360.0,2,1,900.0,morretes,13645.238095238095,2Q,morretes,4320.0,900.0,5220.0,894036.0,655.3652266237627,460.3389895651819,60.0,0.9362838044791029,5.503121798872831,7.242262057391366,8.981402315909904
2769838302,https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-itapema-com-garagem-186m2-venda-RS6671610-id-2769838302/,Apartamento em Avenida Nereu Ramos - Centro - Itapema/SC,Venda,apartamento,UNIT,6671610.0,,,11203.0,1.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""SAUNA"", ""ADULT_GAME_ROOM""]",186,5,4,3,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,6671610.0,186,4,1.0,5,3,11203.0,morretes,35868.87096774193,4Q+,morretes,12.0,11203.0,11215.0,6938474.4,1138.454800511308,1116.551724137931,5.0,0.8696412021713226,1.2008322823452042,1.5901086359789478,1.979384989612692
2770030379,https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-sao-bento-bairros-itapema-com-garagem-70m2-venda-RS679490-id-2770030379/,Apartamento em Rua 916 - Alto São Bento - Itapema/SC,Venda,apartamento,UNIT,679490.0,,,1156.0,1.0,"[""POOL"", ""PETS_ALLOWED"", ""GYM"", ""ELEVATOR"", ""ADULT_GAME_ROOM""]",70,2,2,1,SC,Itapema,Alto São Bento,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,679490.0,70,2,1.0,2,1,1156.0,alto são bento,9707.0,2Q,alto sao bento,12.0,1156.0,1168.0,706669.6,188.375,188.375,1.0,1.0,2.048225799227814,2.6806566940901377,3.313087588952461
2769838583,https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-itapema-com-garagem-125m2-venda-RS1667490-id-2769838583/,Apartamento em Avenida Governador Celso Ramos - Centro - Itapema/SC,Venda,apartamento,UNIT,1667490.0,,,2521.0,1.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""SPORTS_COURT"", ""TENNIS_COURT"", ""ADULT_GAME_ROOM""]",125,4,4,2,SC,Itapema,Canto da Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1667490.0,125,4,1.0,4,2,2521.0,canto da praia,13339.92,4Q+,canto da praia,12.0,2521.0,2533.0,1734189.6,3900.0,3900.0,1.0,1.0,18.52814997852599,23.86363924682745,29.19912851512891
2769184405,https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-itapema-com-garagem-216m2-venda-RS3119490-id-2769184405/,Apartamento em Rua 115 - Centro - Itapema/SC,Venda,apartamento,UNIT,3119490.0,,,5304.0,1.0,"[""POOL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""ADULT_GAME_ROOM""]",216,5,4,2,SC,Itapema,Centro,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,3119490.0,216,4,1.0,5,2,5304.0,centro,14442.083333333334,4Q+,centro,12.0,5304.0,5316.0,3244269.6,1063.7238845246425,896.2962962962963,9.0,0.7692458768782446,2.558756894347344,3.336646905718382,4.114536917089421
2769757632,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-itapema-com-garagem-117m2-venda-RS1639610-id-2769757632/,Apartamento em Rua 132 - Centro - Itapema/SC,Venda,apartamento,UNIT,1639610.0,,,2618.0,600.0,"[""POOL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PARTY_HALL"", ""ADULT_GAME_ROOM""]",117,4,3,2,SC,Itapema,Centro,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1639610.0,117,3,600.0,4,2,2618.0,centro,14013.760683760684,3Q,centro,7200.0,2618.0,9818.0,1705194.4000000001,833.3876839484977,792.4940476190476,47.0,0.9772329573351706,3.4825606866802623,4.642083776931914,5.801606867183565
2769839872,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-122m2-venda-RS1499570-id-2769839872/,Apartamento em Rua 248 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,1499570.0,,,1600.0,650.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""PLAYGROUND"", ""PARTY_HALL"", ""TENNIS_COURT"", ""DEPOSIT"", ""ADULT_GAME_ROOM"", ""SPA""]",122,4,3,2,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1499570.0,122,3,650.0,4,2,1600.0,meia praia,12291.55737704918,3Q,meia praia,7800.0,1600.0,9400.0,1559552.8,729.4952924602663,700.138658909091,332.0,0.9514336358035637,3.2814192214376687,4.391178109602264,5.5009369977668605
2768969260,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-105m2-venda-RS1683860-id-2768969260/,Apartamento em Rua 292 - Meia Praia - Itapema/SC,Venda,apartamento,UNIT,1683860.0,,,1500.0,650.0,"[""PETS_ALLOWED"", ""AIR_CONDITIONING"", ""PARTY_HALL"", ""ELEVATOR""]",105,4,3,2,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1683860.0,105,3,650.0,4,2,1500.0,meia praia,16036.761904761905,3Q,meia praia,7800.0,1500.0,9300.0,1751214.4000000001,729.4952924602663,700.138658909091,332.0,0.9514336358035637,2.927994730266572,3.9162960949435535,4.904597459620535
2769474756,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-164m2-venda-RS2689250-id-2769474756/,Apartamento em Rua 238 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,2689250.0,,,2200.0,850.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM"", ""SPA"", ""SAUNA""]",164,5,4,3,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,2689250.0,164,4,850.0,5,3,2200.0,meia praia,16397.865853658535,4Q+,meia praia,10200.0,2200.0,12400.0,2796820.0,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,3.558333714390576,4.701674968190234,5.8450162219898925
2769839857,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-127m2-venda-RS1879060-id-2769839857/,Apartamento em Rua 236 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,1879060.0,,,1900.0,750.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",127,4,3,2,SC,Itapema,Andorinha,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,1879060.0,127,3,750.0,4,2,1900.0,andorinha,14795.748031496065,3Q,andorinha,9000.0,1900.0,10900.0,1954222.4000000001,,,,,,,
2770032024,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tabuleiro-dos-oliveiras-bairros-itapema-com-garagem-70m2-venda-RS949160-id-2770032024/,Apartamento em Rua 615 - Tabuleiro dos Oliveiras - Itapema/SC,Venda,apartamento,UNIT,949160.0,,,1615.0,1.0,"[""POOL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""ADULT_GAME_ROOM""]",70,2,3,1,SC,Itapema,Tabuleiro dos Oliveiras,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,949160.0,70,3,1.0,2,1,1615.0,tabuleiro dos oliveiras,13559.42857142857,3Q,tabuleiro dos oliveiras,12.0,1615.0,1627.0,987126.4,695.7181024452406,700.7785177247057,4.0,0.8841463414634146,5.687588938133624,7.359706306336252,9.031823674538877
2770029689,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-93m2-venda-RS999660-id-2770029689/,Apartamento em 265 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,999660.0,,,1300.0,480.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""DEPOSIT""]",93,3,2,2,SC,Itapema,Meia Praia,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,999660.0,93,2,480.0,3,2,1300.0,meia praia,10749.032258064515,2Q,meia praia,5760.0,1300.0,7060.0,1039646.4,552.6271367712641,488.5172413793104,191.0,0.895976519444064,3.734805975343524,4.9959154083101796,6.257024841276835
